Temperature_C,Humidity_%,Predicted_Lifespan_Months,Predicted_Lifespan_Days,Farmer_Action
32,33,0,19,0
32,36,0,17,0
30,41,0,22,0
34,78,0,28,0
34,25,0,20,0
35,54,0,24,0
33,28,0,19,0
43,72,0,22,0
34,73,0,15,0
34,48,0,21,0
34,23,0,22,0
33,47,0,26,0
34,32,0,24,0
34,49,0,16,0
34,23,0,17,0
12,74,0,24,0
12,73,0,26,0
33,58,0,25,0
30,22,0,21,0
48,72,0,23,0
40,72,0,25,0
34,80,0,17,0
16,73,0,24,0
21,73,0,17,0
32,39,0,25,0
33,33,0,26,0
33,83,0,16,0
30,36,0,18,0
31,77,0,15,0
17,75,0,28,0
34,43,0,19,0
31,56,0,19,0
33,46,0,22,0
36,73,0,28,0
17,70,0,20,0
15,74,0,18,0
32,73,0,25,0
32,35,0,21,0
32,52,0,16,0
40,70,0,25,0
48,73,0,24,0
47,71,0,17,0
13,73,0,23,0
32,41,0,28,0
14,74,0,17,0
17,74,0,24,0
34,28,0,24,0
23,72,0,21,0
34,24,0,27,0
32,20,0,26,0
22,71,0,29,0
32,30,0,18,0
22,73,0,27,0
16,71,0,22,0
33,48,0,26,0
44,71,0,25,0
31,74,0,17,0
33,48,0,28,0
30,22,0,21,0
33,59,0,22,0
46,71,0,29,0
31,76,0,29,0
33,71,0,19,0
10,71,0,25,0
32,45,0,25,0
33,28,0,21,0
35,70,0,29,0
33,24,0,21,0
32,52,0,19,0
33,43,0,19,0
31,41,0,25,0
49,73,0,23,0
30,49,0,20,0
20,70,0,20,0
31,57,0,20,0
34,71,0,28,0
15,74,0,21,0
33,22,0,28,0
45,71,0,28,0
45,71,0,20,0
31,31,0,25,0
33,75,0,15,0
31,55,0,21,0
37,70,0,17,0
49,70,0,28,0
30,52,0,21,0
24,73,0,20,0
30,41,0,26,0
19,73,0,18,0
32,30,0,18,0
33,51,0,23,0
33,37,0,17,0
41,70,0,23,0
32,52,0,19,0
13,70,0,18,0
33,41,0,23,0
32,74,0,15,0
22,73,0,27,0
34,73,0,27,0
30,57,0,29,0
21,73,0,28,0
16,72,0,17,0
47,72,0,24,0
34,39,0,26,0
39,70,0,15,0
32,48,0,25,0
34,36,0,27,0
23,74,0,23,0
33,52,0,28,0
30,35,0,22,0
19,73,0,18,0
35,70,0,19,0
31,49,0,23,0
31,41,0,25,0
31,56,0,28,0
34,47,0,18,0
33,74,0,15,0
30,49,0,23,0
13,71,0,24,0
31,46,0,15,0
34,80,0,25,0
43,71,0,19,0
34,51,0,25,0
31,33,0,29,0
31,75,0,24,0
33,58,0,20,0
31,78,0,17,0
34,83,0,23,0
30,28,0,18,0
33,27,0,24,0
34,42,0,22,0
24,73,0,20,0
33,27,0,21,0
33,38,0,16,0
34,20,0,19,0
30,33,0,23,0
31,33,0,15,0
31,56,0,17,0
30,23,0,17,0
34,22,0,27,0
34,75,0,24,0
31,36,0,24,0
34,59,0,17,0
19,73,0,17,0
31,31,0,24,0
31,29,0,16,0
43,75,0,19,0
34,43,0,17,0
33,52,0,29,0
34,33,0,15,0
30,26,0,29,0
33,82,0,21,0
17,70,0,20,0
47,70,0,23,0
33,55,0,16,0
33,56,0,25,0
48,74,0,17,0
46,74,0,27,0
30,24,0,26,0
30,37,0,24,0
18,72,0,18,0
30,82,0,17,0
11,71,0,28,0
33,23,0,25,0
30,39,0,22,0
34,44,0,20,0
30,20,0,28,0
24,70,0,19,0
32,23,0,29,0
30,57,0,29,0
49,73,0,18,0
38,71,0,21,0
15,71,0,19,0
13,70,0,18,0
32,27,0,15,0
46,73,0,19,0
32,70,0,20,0
34,37,0,22,0
34,25,0,20,0
20,74,0,23,0
44,70,0,25,0
34,24,0,28,0
23,72,0,15,0
22,72,0,21,0
14,73,0,21,0
34,72,0,20,0
34,47,0,18,0
49,74,0,16,0
16,74,0,25,0
34,75,0,17,0
30,57,0,29,0
30,36,0,18,0
17,70,0,23,0
32,25,0,18,0
21,73,0,25,0
31,40,0,15,0
32,45,0,24,0
11,73,0,21,0
38,73,0,18,0
13,71,0,26,0
33,84,0,21,0
30,50,0,29,0
46,73,0,29,0
30,76,0,22,0
32,83,0,22,0
47,74,0,28,0
32,43,0,21,0
15,72,0,26,0
12,71,0,26,0
34,46,0,17,0
32,55,0,21,0
12,73,0,22,0
37,70,0,21,0
34,49,0,16,0
32,50,0,16,0
30,56,0,24,0
31,82,0,25,0
37,71,0,26,0
30,49,0,23,0
34,73,0,21,0
19,72,0,24,0
31,36,0,18,0
10,74,0,21,0
22,72,0,20,0
15,74,0,19,0
31,73,0,19,0
34,33,0,22,0
11,70,0,27,0
34,37,0,22,0
41,72,0,20,0
31,76,0,24,0
32,83,0,28,0
31,84,0,20,0
34,48,0,25,0
35,77,0,22,0
24,70,0,15,0
34,31,0,24,0
33,73,0,22,0
31,46,0,29,0
40,70,0,24,0
33,53,0,18,0
31,39,0,17,0
34,21,0,22,0
33,78,0,23,0
32,74,0,23,0
17,72,0,26,0
33,73,0,22,0
32,83,0,28,0
37,71,0,24,0
32,50,0,26,0
32,70,0,20,0
32,30,0,18,0
33,55,0,17,0
33,73,0,23,0
31,24,0,18,0
31,24,0,20,0
32,77,0,15,0
31,23,0,26,0
31,44,0,18,0
20,71,0,19,0
19,71,0,25,0
33,31,0,25,0
18,71,0,20,0
46,73,0,29,0
34,34,0,21,0
31,84,0,28,0
31,26,0,15,0
32,37,0,16,0
18,70,0,29,0
43,71,0,23,0
31,52,0,21,0
43,72,0,15,0
32,80,0,20,0
30,39,0,22,0
13,71,0,15,0
34,50,0,26,0
23,71,0,15,0
34,76,1,29,0
35,80,0,24,0
42,72,0,21,0
30,28,0,15,0
30,55,0,26,0
43,74,0,23,0
18,71,0,26,0
46,73,0,19,0
12,74,0,24,0
24,73,0,20,0
30,24,0,26,0
32,32,0,23,0
31,27,0,19,0
34,22,1,29,0
24,73,0,25,0
32,38,0,17,0
30,55,0,20,0
33,52,0,15,0
34,78,0,28,0
34,36,0,23,0
32,72,0,25,0
30,80,0,26,0
34,34,0,21,0
45,71,0,28,0
33,46,0,26,0
30,43,0,27,0
30,28,0,26,0
48,72,0,20,0
40,74,0,23,0
34,33,0,26,0
34,47,0,27,0
30,21,0,18,0
30,30,0,18,0
20,72,0,21,0
24,72,0,17,0
34,36,0,21,0
32,42,0,23,0
31,23,0,25,0
33,47,0,15,0
16,74,0,25,0
49,71,0,20,0
22,72,0,24,0
32,22,0,15,0
30,23,0,17,0
38,71,0,21,0
15,71,0,19,0
17,74,0,25,0
30,76,0,22,0
34,22,0,27,0
33,52,0,15,0
30,32,0,28,0
34,57,0,26,0
49,71,0,20,0
34,20,0,19,0
37,73,0,29,0
24,73,0,20,0
21,73,0,28,0
34,56,0,15,0
46,70,0,27,0
34,46,0,17,0
33,39,0,23,0
32,21,0,26,0
34,59,0,17,0
42,74,0,19,0
34,50,0,16,0
30,51,0,15,0
30,31,0,29,0
36,70,0,20,0
34,51,0,23,0
24,73,0,20,0
13,73,0,23,0
30,80,0,28,0
34,74,0,24,0
14,74,0,17,0
31,41,0,19,0
45,74,0,15,0
32,52,0,26,0
34,43,0,19,0
13,70,0,24,0
31,76,0,24,0
32,53,0,17,0
19,73,0,29,0
12,75,0,21,0
46,71,0,19,0
32,39,0,22,0
33,53,0,18,0
34,79,0,18,0
44,73,0,20,0
41,73,0,19,0
36,73,0,17,0
16,71,0,23,0
32,45,0,24,0
48,72,0,20,0
33,72,0,22,0
31,43,0,15,0
34,23,0,17,0
31,74,0,21,0
15,72,0,26,0
17,73,0,26,0
36,74,0,24,0
34,52,0,28,0
30,79,0,16,0
35,72,0,17,0
10,70,0,17,0
40,72,0,27,0
38,74,0,15,0
31,41,0,20,0
32,24,0,16,0
34,34,0,21,0
31,41,0,17,0
33,34,0,15,0
34,82,0,26,0
31,57,0,20,0
31,52,0,22,0
18,70,0,21,0
47,74,0,28,0
31,45,0,22,0
44,73,0,20,0
31,35,0,19,0
44,71,0,25,0
34,81,0,21,0
34,22,0,22,0
30,84,0,24,0
15,70,0,28,0
32,33,0,19,0
30,83,0,15,0
30,45,0,20,0
44,70,0,23,0
43,74,0,18,0
34,35,0,28,0
34,32,0,28,0
31,70,0,29,0
31,57,0,28,0
31,70,0,29,0
10,71,0,25,0
33,23,0,16,0
30,46,0,28,0
44,74,0,23,0
17,71,0,23,0
31,27,0,19,0
12,74,0,21,0
32,24,0,15,0
11,72,0,18,0
10,70,0,17,0
34,49,0,28,0
30,46,0,28,0
18,70,0,21,0
33,82,0,21,0
34,21,0,15,0
32,45,0,24,0
31,36,0,17,0
30,73,0,19,0
33,25,0,17,0
35,70,0,21,0
32,50,0,28,0
31,32,0,29,0
34,46,0,17,0
33,39,0,26,0
31,43,0,15,0
35,72,0,18,0
34,50,0,24,0
32,28,0,15,0
23,71,0,15,0
33,27,0,20,0
30,21,0,23,0
34,74,0,25,0
32,73,0,25,0
33,83,0,16,0
30,23,0,20,0
34,50,0,24,0
34,81,0,22,0
30,41,0,22,0
15,70,0,17,0
21,73,0,22,0
41,73,0,24,0
33,59,0,26,0
36,71,0,27,0
35,72,0,18,0
46,73,0,24,0
33,77,0,17,0
32,35,0,21,0
33,27,0,20,0
46,70,0,23,0
34,29,0,20,0
35,72,0,24,0
33,79,0,24,0
30,84,0,22,0
22,70,0,15,0
24,71,0,21,0
31,56,0,17,0
30,35,0,16,0
18,71,0,22,0
17,71,0,22,0
34,48,0,25,0
14,73,0,21,0
32,73,0,25,0
33,21,0,25,0
46,73,0,28,0
18,72,0,18,0
45,73,0,28,0
32,29,0,27,0
48,74,0,22,0
11,71,0,28,0
35,80,0,24,0
32,48,0,15,0
31,39,0,21,0
30,35,0,16,0
30,84,0,22,0
30,58,0,23,0
34,57,0,18,0
31,41,0,19,0
10,74,0,21,0
30,43,0,28,0
34,35,0,28,0
34,29,0,16,0
33,34,0,24,0
33,73,0,17,0
33,57,0,23,0
31,37,0,15,0
21,75,0,20,0
17,74,0,22,0
33,52,0,28,0
19,74,0,23,0
30,57,0,29,0
34,72,0,20,0
36,71,0,24,0
37,71,0,26,0
30,71,0,20,0
34,36,0,21,0
13,71,0,18,0
20,70,0,23,0
34,23,0,17,0
31,39,0,25,0
41,71,0,25,0
34,47,0,27,0
34,75,0,25,0
31,56,0,26,0
38,74,0,17,0
30,26,0,23,0
48,73,0,28,0
31,36,0,24,0
32,48,0,16,0
13,74,0,26,0
33,24,0,27,0
10,71,0,25,0
24,73,0,20,0
18,71,0,28,0
34,70,0,27,0
32,77,0,23,0
35,73,0,22,0
40,74,0,20,0
48,71,0,23,0
44,71,0,22,0
12,73,0,22,0
34,80,0,19,0
33,36,0,29,0
31,41,0,17,0
15,74,0,18,0
31,72,0,24,0
12,75,0,21,0
21,73,0,18,0
18,73,0,18,0
31,44,0,18,0
10,71,0,17,0
36,72,0,17,0
33,35,0,22,0
49,72,0,19,0
31,52,0,16,0
32,72,0,24,0
30,42,0,28,0
49,73,0,15,0
31,44,0,21,0
30,37,0,24,0
31,59,0,23,0
49,72,0,16,0
32,45,0,16,0
32,43,0,17,0
24,73,0,25,0
33,52,0,15,0
34,29,0,16,0
34,53,0,18,0
33,31,0,16,0
16,71,0,23,0
31,37,0,27,0
24,74,0,23,0
16,73,0,17,0
30,37,0,24,0
16,70,0,23,0
44,71,0,22,0
22,73,0,27,0
20,71,0,19,0
34,44,0,25,0
31,52,0,16,0
31,31,0,17,0
21,71,0,25,0
32,21,0,29,0
35,72,0,24,0
10,71,0,17,0
34,20,0,18,0
33,33,0,21,0
49,72,0,16,0
33,39,0,23,0
33,34,0,29,0
15,74,0,23,0
39,75,0,20,0
31,31,0,16,0
33,84,0,26,0
33,26,0,16,0
34,72,0,19,0
33,54,0,15,0
31,75,0,27,0
42,73,0,17,0
12,74,0,21,0
31,24,0,18,0
34,83,0,23,0
43,72,0,20,0
18,71,0,27,0
33,22,0,16,0
33,57,0,23,0
43,71,0,19,0
34,44,0,17,0
21,73,0,28,0
31,53,0,15,0
13,73,0,28,0
31,41,0,25,0
34,21,0,22,0
23,73,0,19,0
31,57,0,20,0
33,84,0,29,0
42,71,0,23,0
32,57,0,27,0
47,71,0,28,0
30,52,0,22,0
41,46,0,6,1
15,76,0,10,1
36,46,0,9,1
24,76,0,10,1
43,31,0,5,1
41,83,0,10,1
38,43,0,10,1
48,80,0,3,1
48,48,0,7,1
36,47,0,7,1
35,78,0,11,1
40,45,0,5,1
19,81,0,10,1
40,42,0,4,1
45,37,0,5,1
13,82,0,9,1
44,21,0,7,1
45,79,0,6,1
42,81,0,5,1
18,75,0,7,1
44,40,0,9,1
48,21,0,7,1
46,23,0,7,1
40,21,0,10,1
39,43,0,8,1
37,48,0,3,1
39,76,0,7,1
24,81,0,5,1
43,47,0,6,1
35,77,0,3,1
44,59,0,9,1
38,32,0,11,1
16,78,0,7,1
43,80,0,11,1
18,77,0,9,1
38,51,0,8,1
24,79,0,3,1
43,59,0,8,1
41,45,0,7,1
42,58,0,8,1
49,57,0,9,1
46,41,0,6,1
49,47,0,8,1
39,49,0,5,1
41,58,0,7,1
46,38,0,7,1
38,43,0,6,1
44,52,0,8,1
44,80,0,3,1
46,50,0,5,1
41,47,0,9,1
48,40,0,10,1
39,79,0,3,1
43,25,0,6,1
23,76,0,3,1
37,58,0,4,1
43,22,0,4,1
35,79,0,8,1
36,47,0,6,1
14,78,0,4,1
37,44,0,9,1
23,76,0,6,1
44,53,0,7,1
41,44,0,11,1
42,29,0,6,1
41,26,0,10,1
38,48,0,10,1
11,84,0,9,1
45,42,0,9,1
42,77,0,11,1
45,60,0,5,1
42,27,0,9,1
39,35,0,9,1
43,29,0,8,1
24,75,0,11,1
36,40,0,4,1
12,81,0,10,1
40,53,0,11,1
37,23,0,5,1
23,82,0,7,1
24,77,0,5,1
39,75,0,5,1
44,54,0,11,1
47,77,0,8,1
42,58,0,10,1
43,79,0,10,1
13,84,0,10,1
38,21,0,11,1
39,58,0,4,1
48,58,0,4,1
39,31,0,5,1
13,80,0,3,1
49,39,0,9,1
45,46,0,5,1
46,52,0,6,1
35,43,0,5,1
45,52,0,4,1
46,29,0,8,1
39,59,0,8,1
47,39,0,11,1
45,45,0,10,1
37,50,0,3,1
17,80,0,7,1
39,25,0,6,1
35,54,0,11,1
43,23,0,4,1
40,79,0,8,1
49,35,0,8,1
47,48,0,6,1
43,84,0,9,1
44,30,0,10,1
47,80,0,4,1
48,38,0,5,1
43,84,0,3,1
46,30,0,6,1
11,76,0,10,1
46,56,0,6,1
47,83,0,7,1
35,84,0,6,1
35,44,0,11,1
45,35,0,4,1
22,79,0,8,1
37,84,0,3,1
41,22,0,10,1
40,44,0,3,1
42,59,0,6,1
41,30,0,10,1
36,83,0,11,1
49,30,0,11,1
46,28,0,11,1
45,52,0,7,1
45,39,0,4,1
44,33,0,11,1
45,41,0,3,1
38,55,0,7,1
41,28,0,11,1
47,79,0,4,1
22,81,0,5,1
13,77,0,7,1
17,77,0,5,1
13,81,0,4,1
40,24,0,8,1
40,82,0,8,1
41,59,0,10,1
46,78,0,3,1
47,40,0,6,1
42,75,0,4,1
22,76,0,5,1
44,21,0,8,1
47,55,0,11,1
41,27,0,8,1
49,35,0,3,1
41,84,0,4,1
37,48,0,3,1
44,24,0,5,1
38,33,0,10,1
13,80,0,11,1
42,28,0,11,1
38,48,0,9,1
21,76,0,5,1
35,80,0,10,1
10,81,0,3,1
49,37,0,6,1
39,48,0,6,1
44,76,0,3,1
38,48,0,6,1
21,83,0,11,1
15,76,0,10,1
39,40,0,4,1
49,50,0,4,1
38,49,0,8,1
36,29,0,5,1
39,29,0,7,1
41,45,0,5,1
20,82,0,5,1
49,25,0,3,1
48,81,0,5,1
48,21,0,7,1
10,81,0,7,1
37,81,0,4,1
43,84,0,3,1
19,77,0,9,1
42,36,0,9,1
45,53,0,4,1
37,79,0,8,1
36,43,0,7,1
43,56,0,10,1
37,30,0,7,1
36,45,0,9,1
23,83,0,8,1
23,83,0,4,1
36,49,0,3,1
36,30,0,7,1
48,40,0,3,1
48,55,0,4,1
18,84,0,10,1
38,77,0,5,1
45,36,0,11,1
37,31,0,8,1
48,59,0,5,1
47,81,0,9,1
46,30,0,5,1
41,57,0,6,1
38,39,0,3,1
36,33,0,5,1
49,51,0,3,1
41,39,0,5,1
50,83,0,8,1
38,56,0,9,1
38,23,0,10,1
45,30,0,6,1
45,59,0,4,1
41,59,0,4,1
19,77,0,3,1
36,49,0,5,1
24,82,0,4,1
10,81,0,7,1
45,75,0,8,1
36,77,0,5,1
38,31,0,9,1
24,82,0,5,1
12,82,0,9,1
40,44,0,7,1
20,82,0,9,1
36,35,0,8,1
35,55,0,9,1
18,76,0,7,1
44,51,0,4,1
10,78,0,8,1
36,81,0,11,1
13,81,0,3,1
41,25,0,11,1
41,44,0,11,1
42,39,0,7,1
48,43,0,6,1
36,22,0,10,1
45,31,0,4,1
36,52,0,11,1
49,27,0,9,1
47,31,0,3,1
44,44,0,7,1
42,51,0,3,1
40,45,0,4,1
48,30,0,9,1
37,41,0,7,1
49,48,0,8,1
11,83,0,6,1
46,51,0,10,1
37,29,0,6,1
48,24,0,8,1
44,22,0,5,1
24,75,0,10,1
42,42,0,11,1
49,34,0,7,1
36,78,0,7,1
46,76,0,11,1
11,82,0,9,1
42,50,0,10,1
43,51,0,7,1
36,77,0,7,1
15,84,0,11,1
49,49,0,9,1
39,48,0,4,1
45,56,0,9,1
48,79,0,6,1
41,58,0,7,1
44,27,0,11,1
45,37,0,9,1
49,75,0,9,1
48,38,0,4,1
37,34,0,11,1
45,24,0,3,1
40,83,0,4,1
38,35,0,4,1
40,51,0,9,1
39,20,0,6,1
41,42,0,6,1
44,22,0,7,1
42,82,0,10,1
45,23,0,9,1
45,20,0,9,1
23,80,0,10,1
22,83,0,5,1
44,23,0,11,1
20,77,0,9,1
47,47,0,3,1
37,37,0,9,1
47,44,0,3,1
13,78,0,9,1
41,52,0,11,1
44,22,0,9,1
44,26,0,5,1
38,37,0,4,1
41,50,0,7,1
11,81,0,9,1
38,40,0,5,1
49,84,0,5,1
44,35,0,8,1
16,79,0,5,1
19,84,0,9,1
16,78,0,10,1
21,79,0,6,1
38,29,0,5,1
39,31,0,9,1
24,80,0,3,1
40,53,0,3,1
12,75,0,6,1
38,20,0,7,1
41,20,0,5,1
13,83,0,7,1
37,48,0,6,1
37,80,0,9,1
47,82,0,7,1
17,75,0,4,1
41,41,0,3,1
19,83,0,7,1
43,27,0,9,1
45,48,0,4,1
48,39,0,4,1
10,76,0,8,1
43,40,0,3,1
38,29,0,9,1
21,84,0,10,1
21,79,0,6,1
48,49,0,8,1
38,52,0,7,1
40,39,0,4,1
16,80,0,6,1
43,58,0,8,1
41,83,0,3,1
12,76,0,8,1
45,59,0,9,1
43,49,0,8,1
35,50,0,4,1
43,79,0,9,1
24,85,0,6,1
42,54,0,10,1
42,53,0,3,1
47,58,0,5,1
42,38,0,11,1
43,20,0,5,1
22,78,0,9,1
39,34,0,4,1
39,34,0,5,1
36,32,0,4,1
37,38,0,6,1
38,24,0,10,1
46,54,0,10,1
42,23,0,7,1
38,47,0,4,1
47,23,0,6,1
18,82,0,4,1
35,75,0,10,1
47,44,0,7,1
36,24,0,6,1
36,41,0,9,1
49,58,0,6,1
35,48,0,7,1
37,32,0,8,1
10,78,0,4,1
40,20,0,5,1
46,47,0,6,1
45,35,0,10,1
13,80,0,9,1
48,37,0,11,1
36,56,0,4,1
49,52,0,5,1
39,26,0,8,1
39,30,0,6,1
48,51,0,10,1
14,84,0,7,1
22,80,0,7,1
39,47,0,4,1
39,43,0,4,1
43,58,0,3,1
43,33,0,9,1
44,77,0,3,1
11,80,0,4,1
22,83,0,8,1
17,76,0,7,1
10,82,0,5,1
43,20,0,7,1
45,59,0,6,1
49,22,0,4,1
45,27,0,9,1
49,31,0,9,1
43,75,0,3,1
49,40,0,9,1
43,37,0,3,1
24,77,0,5,1
45,23,0,9,1
39,55,0,4,1
17,79,0,7,1
44,35,0,3,1
41,30,0,4,1
35,46,0,4,1
42,29,0,8,1
47,28,0,11,1
49,23,0,8,1
18,75,0,6,1
16,76,0,10,1
38,49,0,4,1
35,47,0,6,1
47,20,0,5,1
38,36,0,11,1
23,79,0,5,1
23,82,0,8,1
22,81,0,6,1
36,47,0,10,1
37,37,0,7,1
48,21,0,4,1
37,79,0,11,1
41,78,0,4,1
45,30,0,7,1
21,80,0,11,1
36,23,0,9,1
42,24,0,3,1
46,32,0,11,1
36,48,0,5,1
46,24,0,3,1
37,26,0,10,1
43,50,0,10,1
49,47,0,9,1
41,30,0,3,1
39,53,0,5,1
46,28,0,10,1
38,76,0,6,1
41,49,0,5,1
48,57,0,6,1
24,80,0,3,1
38,23,0,11,1
44,35,0,8,1
39,28,0,9,1
48,78,0,6,1
11,78,0,3,1
49,80,0,10,1
38,57,0,7,1
37,25,0,6,1
46,29,0,7,1
48,34,0,8,1
42,45,0,4,1
42,38,0,11,1
18,84,0,9,1
45,59,0,11,1
48,30,0,6,1
39,29,0,9,1
36,33,0,11,1
39,39,0,5,1
35,42,0,5,1
43,80,0,9,1
22,82,0,7,1
36,78,0,7,1
37,21,0,10,1
39,48,0,3,1
47,30,0,9,1
39,76,0,11,1
44,52,0,5,1
17,84,0,4,1
36,81,0,6,1
37,49,0,7,1
43,45,0,5,1
43,44,0,4,1
36,44,0,6,1
19,79,0,6,1
11,75,0,7,1
40,49,0,3,1
43,82,0,5,1
36,23,0,9,1
39,39,0,8,1
37,55,0,9,1
35,59,0,3,1
47,84,0,10,1
38,34,0,3,1
45,48,0,8,1
42,23,0,11,1
10,81,0,10,1
45,83,0,4,1
23,77,0,4,1
37,45,0,9,1
39,78,0,9,1
42,29,0,5,1
42,77,0,5,1
47,55,0,9,1
40,38,0,8,1
45,21,0,8,1
49,79,0,5,1
48,42,0,10,1
46,41,0,8,1
47,48,0,4,1
44,37,0,7,1
49,76,0,8,1
44,28,0,5,1
38,41,0,3,1
39,84,0,8,1
42,22,0,5,1
39,47,0,10,1
42,76,0,3,1
36,50,0,6,1
35,43,0,9,1
39,55,0,3,1
37,55,0,9,1
40,32,0,10,1
48,78,0,11,1
47,82,0,4,1
36,49,0,7,1
46,36,0,6,1
40,24,0,3,1
46,39,0,11,1
43,49,0,7,1
40,48,0,11,1
40,43,0,4,1
20,84,0,5,1
17,80,0,9,1
35,21,0,10,1
37,80,0,8,1
43,28,0,10,1
38,53,0,4,1
38,22,0,5,1
20,83,0,3,1
35,43,0,4,1
35,36,0,10,1
44,20,0,5,1
44,33,0,4,1
40,50,0,6,1
48,47,0,9,1
38,22,0,11,1
48,38,0,6,1
45,20,0,8,1
39,33,0,7,1
41,37,0,7,1
39,32,0,11,1
41,80,0,6,1
14,83,0,5,1
46,26,0,9,1
36,29,0,9,1
45,33,0,5,1
36,46,0,9,1
41,77,0,6,1
48,84,0,10,1
40,39,0,8,1
43,57,0,9,1
49,50,0,4,1
40,39,0,10,1
15,83,0,4,1
36,80,0,7,1
41,55,0,3,1
37,39,0,10,1
39,49,0,4,1
20,81,0,10,1
48,48,0,5,1
42,78,0,3,1
12,84,0,8,1
47,34,0,7,1
49,43,0,11,1
46,37,0,9,1
41,51,0,4,1
36,53,0,5,1
41,81,0,6,1
49,58,0,7,1
49,36,0,6,1
43,26,0,8,1
46,20,0,8,1
39,44,0,7,1
11,81,0,6,1
38,21,0,10,1
40,50,0,4,1
35,53,0,8,1
43,38,0,7,1
22,79,0,9,1
45,83,0,4,1
38,42,0,5,1
48,55,0,4,1
16,75,0,3,1
43,53,0,5,1
35,58,0,5,1
41,81,0,10,1
46,35,0,8,1
17,78,0,7,1
41,78,0,10,1
17,82,0,6,1
47,42,0,9,1
49,76,0,4,1
18,76,0,9,1
41,55,0,4,1
37,48,0,8,1
40,50,0,6,1
38,79,0,4,1
40,21,0,6,1
40,40,0,3,1
42,76,0,5,1
20,75,0,11,1
49,55,0,10,1
43,24,0,4,1
42,28,0,11,1
46,24,0,8,1
40,81,0,3,1
40,43,0,4,1
43,75,0,5,1
46,20,0,6,1
45,32,0,4,1
46,57,0,4,1
36,78,0,5,1
47,40,0,3,1
39,53,0,4,1
44,54,0,9,1
46,59,0,8,1
42,26,0,4,1
36,27,0,7,1
44,26,0,11,1
41,31,0,9,1
36,35,0,5,1
11,76,0,8,1
37,31,0,6,1
47,40,0,7,1
43,23,0,7,1
48,29,0,9,1
14,75,0,6,1
49,34,0,3,1
35,79,0,3,1
38,43,0,6,1
36,26,0,4,1
47,36,0,7,1
46,37,0,5,1
17,82,0,7,1
44,28,0,10,1
20,80,0,5,1
49,32,0,8,1
49,20,0,11,1
49,59,0,3,1
38,37,0,4,1
39,25,0,8,1
12,77,0,3,1
14,80,0,11,1
39,47,0,6,1
47,34,0,7,1
49,25,0,10,1
38,32,0,8,1
12,78,0,5,1
35,38,0,6,1
36,44,0,9,1
37,52,0,6,1
42,77,0,6,1
37,50,0,6,1
41,50,0,4,1
46,76,0,6,1
41,43,0,3,1
48,42,0,4,1
40,52,0,9,1
48,31,0,10,1
38,79,0,9,1
15,77,0,3,1
48,54,0,10,1
19,75,0,7,1
13,78,0,10,1
47,33,0,9,1
38,77,0,3,1
45,42,0,11,1
39,76,0,5,1
41,77,0,10,1
39,32,0,3,1
35,30,0,3,1
48,53,0,11,1
36,28,0,10,1
46,44,0,11,1
24,84,0,10,1
35,33,0,4,1
39,82,0,4,1
47,37,0,5,1
43,43,0,10,1
17,81,0,8,1
48,30,0,4,1
43,27,0,8,1
49,30,0,6,1
21,81,0,6,1
43,41,0,4,1
35,59,0,9,1
46,33,0,3,1
15,83,0,11,1
15,84,0,8,1
47,76,0,3,1
41,39,0,7,1
38,37,0,9,1
36,35,0,5,1
46,28,0,7,1
49,55,0,10,1
24,77,0,8,1
41,37,0,10,1
10,80,0,5,1
48,53,0,7,1
48,83,0,6,1
37,84,0,6,1
37,53,0,4,1
19,78,0,10,1
12,84,0,10,1
39,55,0,8,1
46,25,0,3,1
43,40,0,5,1
18,78,0,6,1
14,79,0,6,1
44,81,0,7,1
46,38,0,7,1
37,36,0,10,1
48,58,0,6,1
48,80,0,6,1
45,35,0,8,1
47,29,0,6,1
24,79,0,9,1
15,81,0,4,1
47,37,0,8,1
36,25,0,7,1
45,77,0,11,1
23,84,0,6,1
45,81,0,10,1
49,58,0,7,1
45,23,0,8,1
36,56,0,5,1
49,57,0,4,1
38,30,0,4,1
37,26,0,9,1
10,76,0,10,1
42,32,0,7,1
45,51,0,9,1
36,20,0,4,1
35,44,0,7,1
39,26,0,5,1
48,80,0,4,1
43,33,0,3,1
36,48,0,11,1
18,84,0,8,1
47,37,0,10,1
42,75,0,7,1
23,81,0,3,1
39,54,0,11,1
41,84,0,5,1
44,80,0,3,1
46,79,0,8,1
38,27,0,9,1
36,75,0,4,1
42,35,0,5,1
49,38,0,4,1
15,80,0,7,1
40,43,0,5,1
23,75,0,10,1
48,59,0,7,1
10,81,0,11,1
47,52,0,4,1
47,22,0,6,1
39,39,0,3,1
21,76,0,6,1
40,26,0,10,1
47,79,0,3,1
37,75,0,3,1
46,27,0,4,1
35,77,0,3,1
45,45,0,11,1
49,59,0,5,1
46,43,0,10,1
12,78,0,3,1
37,78,0,3,1
39,49,0,6,1
47,84,0,9,1
43,56,0,7,1
18,83,0,7,1
46,59,0,6,1
43,75,0,7,1
43,79,0,9,1
22,77,0,4,1
49,42,0,11,1
49,78,0,11,1
21,76,0,6,1
43,53,0,11,1
35,51,0,10,1
23,76,0,9,1
38,36,0,8,1
14,77,0,11,1
36,27,0,4,1
47,41,0,5,1
43,81,0,11,1
48,82,0,4,1
49,35,0,10,1
43,52,0,5,1
37,41,0,7,1
47,30,0,5,1
43,22,0,7,1
47,56,0,7,1
